"SAP_CUST_NUMBER","DOC_NUMBER","DOC_DATE","AMOUNT","CURRENCY","TRX_TYPE","DOC_TYPE","ASSIGNMENT_NUM","NET_DUE_DATE"
"0001047295","9300617481","05-OCT-22","4415.21",DKK,S,RV,"9822172562","15-DEC-22"
"0001047295","9300625359","09-NOV-22","2784.74",DKK,S,RV,"9822179039","14-JAN-23"
"0001047295","9300625443","09-NOV-22","1866.38",DKK,S,RV,"9822179123","14-JAN-23"
"0001047295","9300631788","07-DEC-22","3255.83",DKK,S,RV,"9822184338","14-FEB-23"
"0001047295","9300628172","23-NOV-22","3239.95",DKK,S,RV,"9822181663","14-JAN-23"
"0001047295","9300631769","07-DEC-22","9399.25",DKK,S,RV,"9822184319","14-FEB-23"
"0001047295","9300626756","16-NOV-22","3313.78",DKK,S,RV,"9822180319","14-JAN-23"
"0001047295","9300622331","26-OCT-22","6668.29",DKK,S,RV,"9822176301","15-DEC-22"
"0001047295","9300620431","19-OCT-22","8044.94",DKK,S,RV,"9822175174","15-DEC-22"
"0001047295","9300631878","07-DEC-22","7520.33",DKK,S,RV,"9822184428","14-FEB-23"
"0001047295","9300617376","05-OCT-22","2638.15",DKK,S,RV,"9822172454","15-DEC-22"
"0001047295","9300623939","02-NOV-22","3569.43",DKK,S,RV,"9822177751","14-JAN-23"
"0001047295","9300631718","07-DEC-22","3114.09",DKK,S,RV,"9822184267","14-FEB-23"
"0001047295","9300620472","19-OCT-22","5093.19",DKK,S,RV,"9822175215","15-DEC-22"
"0001047295","9300620434","19-OCT-22","6794.04",DKK,S,RV,"9822175177","15-DEC-22"
"0001047295","9300631730","07-DEC-22","6085.81",DKK,S,RV,"9822184279","14-FEB-23"
"0001047295","9300630862","02-DEC-22","272.90",DKK,S,RV,"9822183485","14-FEB-23"
"0001047295","9300620378","19-OCT-22","5056.53",DKK,S,RV,"9822175121","15-DEC-22"
"0001047295","9300622363","26-OCT-22","7464.91",DKK,S,RV,"9822176334","15-DEC-22"
"0001047295","9300623961","02-NOV-22","2727.65",DKK,S,RV,"9822177773","14-JAN-23"
"0001047295","1400013418","18-OCT-22","104.90",DKK,S,DZ,"1239349","03-DEC-22"
"0001047295","9300625357","09-NOV-22","3849.51",DKK,S,RV,"9822179037","14-JAN-23"
"0001047295","9300622132","26-OCT-22","5947.21",DKK,S,RV,"9822176201","15-DEC-22"
"0001047295","9300625387","09-NOV-22","2418.84",DKK,S,RV,"9822179069","14-JAN-23"
"0001047295","9300622910","28-OCT-22","4974.20",DKK,S,RV,"9822176867","15-DEC-22"
"0001047295","9300626748","16-NOV-22","4880.89",DKK,S,RV,"9822180311","14-JAN-23"
"0001047295","9300627370","18-NOV-22","2197.89",DKK,S,RV,"9822180928","14-JAN-23"
"0001047295","9300630314","30-NOV-22","7865.43",DKK,S,RV,"9822182983","14-JAN-23"
"0001047295","9300627216","17-NOV-22","1437.50",DKK,S,RV,"9822180776","14-JAN-23"
"0001047295","9300626673","16-NOV-22","1941.46",DKK,S,RV,"9822180238","14-JAN-23"
"0001047295","9300628118","23-NOV-22","11695.41",DKK,S,RV,"9822181609","14-JAN-23"
"0001047295","9300622117","26-OCT-22","4583.76",DKK,S,RV,"9822176186","15-DEC-22"
"0001047295","9300628040","23-NOV-22","2177.84",DKK,S,RV,"9822181533","14-JAN-23"
"0001047295","1400013418","18-OCT-22","14.65",DKK,S,DZ,"1239376","03-DEC-22"
"0001047295","9300622833","28-OCT-22","161.95",DKK,S,RV,"9822176789","15-DEC-22"
"0001047295","9300617386","05-OCT-22","2634.00",DKK,S,RV,"9822172464","15-DEC-22"
"0001047295","9300626749","16-NOV-22","4771.01",DKK,S,RV,"9822180312","14-JAN-23"
"0001047295","9300618857","12-OCT-22","1997.59",DKK,S,RV,"9822173857","15-DEC-22"
"0001047295","9300622402","26-OCT-22","5876.84",DKK,S,RV,"9822176372","15-DEC-22"
"0001047295","9300626652","16-NOV-22","34238.75",DKK,S,RV,"9822180213","14-JAN-23"
"0001047295","9300622844","28-OCT-22","685.50",DKK,S,RV,"9822176815","15-DEC-22"
"0001047295","9300630318","30-NOV-22","4199.16",DKK,S,RV,"9822182987","14-JAN-23"
"0001047295","9300618945","12-OCT-22","4036.30",DKK,S,RV,"9822173939","15-DEC-22"
"0001047295","9300622837","28-OCT-22","731.25",DKK,S,RV,"9822176793","15-DEC-22"
"0001047295","9300617384","05-OCT-22","3644.16",DKK,S,RV,"9822172462","15-DEC-22"
"0001047295","9300617501","05-OCT-22","3270.53",DKK,S,RV,"9822172582","15-DEC-22"
"0001047295","9300617359","05-OCT-22","3097.51",DKK,S,RV,"9822172437","15-DEC-22"
"0001047295","9300626745","16-NOV-22","4487.41",DKK,S,RV,"9822180308","14-JAN-23"
"0001047295","9300628694","25-NOV-22","1475.16",DKK,S,RV,"9822182067","14-JAN-23"
"0001047295","9300622892","28-OCT-22","408.13",DKK,S,RV,"9822176850","15-DEC-22"
"0001047295","9300617508","05-OCT-22","2129.76",DKK,S,RV,"9822172589","15-DEC-22"
"0001047295","9300628023","23-NOV-22","8700.26",DKK,S,RV,"9822181515","14-JAN-23"
"0001047295","1400012849","16-AUG-22","418.75",DKK,S,DZ,"7050623","30-SEP-22"
"0001047295","9300625459","09-NOV-22","2660.14",DKK,S,RV,"9822179139","14-JAN-23"
"0001047295","9300622339","26-OCT-22","6643.13",DKK,S,RV,"9822176309","15-DEC-22"
"0001047295","9300622869","28-OCT-22","1072.85",DKK,S,RV,"9822176825","15-DEC-22"
"0001047295","9300631773","07-DEC-22","1151.08",DKK,S,RV,"9822184323","14-FEB-23"
"0001047295","9300627178","17-NOV-22","2012.50",DKK,S,RV,"9822180738","14-JAN-23"
"0001047295","9300617977","07-OCT-22","235.83",DKK,S,RV,"9822173047","15-DEC-22"
"0001047295","9300628139","23-NOV-22","5715.46",DKK,S,RV,"9822181631","14-JAN-23"
"0001047295","9300626614","16-NOV-22","4801.63",DKK,S,RV,"9822180174","14-JAN-23"
"0001047295","9300631836","07-DEC-22","2008.33",DKK,S,RV,"9822184388","14-FEB-23"
"0001047295","9300630856","02-DEC-22","1092.38",DKK,S,RV,"9822183480","14-FEB-23"
"0001047295","9300627083","17-NOV-22","2300.00",DKK,S,RV,"9822180644","14-JAN-23"
"0001047295","9300626798","16-NOV-22","3657.84",DKK,S,RV,"9822180366","14-JAN-23"
"0001047295","9300623940","02-NOV-22","3695.05",DKK,S,RV,"9822177752","14-JAN-23"
"0001047295","9300622147","26-OCT-22","5277.89",DKK,S,RV,"9822176216","15-DEC-22"
"0001047295","9300617364","05-OCT-22","2276.00",DKK,S,RV,"9822172442","15-DEC-22"
"0001047295","9300625491","09-NOV-22","3216.35",DKK,S,RV,"9822179171","14-JAN-23"
"0001047295","9300627208","17-NOV-22","2012.50",DKK,S,RV,"9822180769","14-JAN-23"
"0001047295","9300622831","28-OCT-22","1330.59",DKK,S,RV,"9822176787","15-DEC-22"
"0001047295","1400013418","18-OCT-22","150.63",DKK,S,DZ,"3402442","03-DEC-22"
"0001047295","1400013418","18-OCT-22","75.00",DKK,S,DZ,"1237746","03-DEC-22"
"0001047295","9300630325","30-NOV-22","3900.59",DKK,S,RV,"9822182994","14-JAN-23"
"0001047295","9300625867","11-NOV-22","389.35",DKK,S,RV,"9822179532","14-JAN-23"
"0001047295","9300619603","14-OCT-22","1523.95",DKK,S,RV,"9822174373","15-DEC-22"
"0001047295","9300626641","16-NOV-22","5014.40",DKK,S,RV,"9822180201","14-JAN-23"
"0001047295","9300632410","09-DEC-22","745.43",DKK,S,RV,"9822184941","14-FEB-23"
"0001047295","9300623857","02-NOV-22","4928.24",DKK,S,RV,"9822177669","14-JAN-23"
"0001047295","9300631747","07-DEC-22","3635.94",DKK,S,RV,"9822184296","14-FEB-23"
"0001047295","9300631877","07-DEC-22","350.78",DKK,S,RV,"9822184427","14-FEB-23"
"0001047295","9300623945","02-NOV-22","4950.58",DKK,S,RV,"9822177757","14-JAN-23"
"0001047295","9300618000","07-OCT-22","654.56",DKK,S,RV,"9822173071","15-DEC-22"
"0001047295","9300628146","23-NOV-22","2276.19",DKK,S,RV,"9822181637","14-JAN-23"
"0001047295","9300626650","16-NOV-22","5869.31",DKK,S,RV,"9822180210","14-JAN-23"
"0001047295","9300627042","17-NOV-22","2300.00",DKK,S,RV,"9822180612","14-JAN-23"
"0001047295","9300629943","30-NOV-22","5515.39",DKK,S,RV,"9822182885","14-JAN-23"
"0001047295","9300620514","19-OCT-22","3016.88",DKK,S,RV,"9822175257","15-DEC-22"
"0001047295","9300628096","23-NOV-22","3323.36",DKK,S,RV,"9822181587","14-JAN-23"
"0001047295","9300621184","21-OCT-22","2204.30",DKK,S,RV,"9822175607","15-DEC-22"
"0001047295","9300623944","02-NOV-22","6012.24",DKK,S,RV,"9822177756","14-JAN-23"
"0001047295","9300622158","26-OCT-22","7804.04",DKK,S,RV,"9822176227","15-DEC-22"
"0001047295","9300627417","18-NOV-22","2694.18",DKK,S,RV,"9822180975","14-JAN-23"
"0001047295","9300630860","02-DEC-22","227.18",DKK,S,RV,"9822183477","14-FEB-23"
"0001047295","1400013418","18-OCT-22","161.70",DKK,S,DZ,"1239364","03-DEC-22"
"0001047295","9300624556","04-NOV-22","426.75",DKK,S,RV,"9822178344","14-JAN-23"
"0001047295","9300630014","30-NOV-22","9876.63",DKK,S,RV,"9822182930","14-JAN-23"
"0001047295","9300620383","19-OCT-22","6508.44",DKK,S,RV,"9822175127","15-DEC-22"
"0001047295","9300622338","26-OCT-22","5871.78",DKK,S,RV,"9822176308","15-DEC-22"
"0001047295","9300630011","30-NOV-22","9595.00",DKK,S,RV,"9822182929","14-JAN-23"
"0001047295","9300620365","19-OCT-22","57828.13",DKK,S,RV,"9822175106","15-DEC-22"
"0001047295","9300631840","07-DEC-22","5055.15",DKK,S,RV,"9822184390","14-FEB-23"
"0001047295","9300625883","11-NOV-22","2276.70",DKK,S,RV,"9822179549","14-JAN-23"
"0001047295","9300628080","23-NOV-22","2599.45",DKK,S,RV,"9822181573","14-JAN-23"
"0001047295","9300626743","16-NOV-22","2290.21",DKK,S,RV,"9822180307","14-JAN-23"
"0001047295","9300623807","02-NOV-22","2399.01",DKK,S,RV,"9822177618","14-JAN-23"
"0001047295","9300620468","19-OCT-22","5897.84",DKK,S,RV,"9822175212","15-DEC-22"
"0001047295","9300617382","05-OCT-22","2910.01",DKK,S,RV,"9822172460","15-DEC-22"
"0001047295","9300618940","12-OCT-22","2601.79",DKK,S,RV,"9822173935","15-DEC-22"
"0001047295","9300628037","23-NOV-22","5332.14",DKK,S,RV,"9822181530","14-JAN-23"
"0001047295","9300617990","07-OCT-22","1362.28",DKK,S,RV,"9822173060","15-DEC-22"
"0001047295","9300627371","18-NOV-22","1483.90",DKK,S,RV,"9822180929","14-JAN-23"
"0001047295","9300622177","26-OCT-22","5551.10",DKK,S,RV,"9822176243","15-DEC-22"
"0001047295","9300622114","26-OCT-22","5974.94",DKK,S,RV,"9822176184","15-DEC-22"
"0001047295","9300632381","09-DEC-22","3418.61",DKK,S,RV,"9822184913","14-FEB-23"
"0001047295","9300622142","26-OCT-22","5415.43",DKK,S,RV,"9822176211","15-DEC-22"
"0001047295","9300620405","19-OCT-22","5749.95",DKK,S,RV,"9822175148","15-DEC-22"
"0001047295","9300632347","09-DEC-22","1651.43",DKK,S,RV,"9822184877","14-FEB-23"
"0001047295","9300618877","12-OCT-22","1910.55",DKK,S,RV,"9822173873","15-DEC-22"
"0001047295","9300631727","07-DEC-22","1087.25",DKK,S,RV,"9822184276","14-FEB-23"
"0001047295","9300623924","02-NOV-22","3543.20",DKK,S,RV,"9822177736","14-JAN-23"
"0001047295","9300618806","12-OCT-22","2112.04",DKK,S,RV,"9822173799","15-DEC-22"
"0001047295","9300622312","26-OCT-22","5441.54",DKK,S,RV,"9822176282","15-DEC-22"
"0001047295","9300620357","19-OCT-22","4254.00",DKK,S,RV,"9822175100","15-DEC-22"
"0001047295","9300626694","16-NOV-22","4413.75",DKK,S,RV,"9822180258","14-JAN-23"
"0001047295","9300623929","02-NOV-22","3609.85",DKK,S,RV,"9822177741","14-JAN-23"
"0001047295","9300618847","12-OCT-22","3704.98",DKK,S,RV,"9822173849","15-DEC-22"
"0001047295","9300617416","05-OCT-22","4985.16",DKK,S,RV,"9822172497","15-DEC-22"
"0001047295","9300625405","09-NOV-22","2193.30",DKK,S,RV,"9822179085","14-JAN-23"
"0001047295","9300617447","05-OCT-22","5749.14",DKK,S,RV,"9822172528","15-DEC-22"
"0001047295","9300630340","30-NOV-22","6943.09",DKK,S,RV,"9822183009","14-JAN-23"
"0001047295","9300630851","02-DEC-22","722.39",DKK,S,RV,"9822183475","14-FEB-23"
"0001047295","9300623951","02-NOV-22","5644.70",DKK,S,RV,"9822177763","14-JAN-23"
"0001177000","0100019160","04-JUL-17","6236.97",EUR,S,AB,"9995437021","04-JUL-17"
"0001047295","9300622330","26-OCT-22","5105.75",DKK,S,RV,"9822176300","15-DEC-22"
"0001047295","9300631860","07-DEC-22","1906.61",DKK,S,RV,"9822184410","14-FEB-23"
"0001047295","9300622862","28-OCT-22","510.28",DKK,S,RV,"9822176821","15-DEC-22"
"0001047295","9300620417","19-OCT-22","4978.20",DKK,S,RV,"9822175160","15-DEC-22"
"0001047295","9300617467","05-OCT-22","7576.81",DKK,S,RV,"9822172548","15-DEC-22"
"0001047295","9300628130","23-NOV-22","4674.70",DKK,S,RV,"9822181621","14-JAN-23"
"0001047295","9300618904","12-OCT-22","2426.85",DKK,S,RV,"9822173900","15-DEC-22"
"0001047295","9300617421","05-OCT-22","1864.14",DKK,S,RV,"9822172503","15-DEC-22"
"0001047295","9300623943","02-NOV-22","2700.73",DKK,S,RV,"9822177755","14-JAN-23"
"0001047295","9300626758","16-NOV-22","11287.78",DKK,S,RV,"9822180321","14-JAN-23"
"0001047295","9300623973","02-NOV-22","4674.15",DKK,S,RV,"9822177785","14-JAN-23"
"0001047295","9300628131","23-NOV-22","6413.60",DKK,S,RV,"9822181622","14-JAN-23"
"0001047295","9300618859","12-OCT-22","1812.48",DKK,S,RV,"9822173858","15-DEC-22"
"0001047295","9300624566","04-NOV-22","95.20",DKK,S,RV,"9822178354","14-JAN-23"
"0001047295","9300628122","23-NOV-22","2639.78",DKK,S,RV,"9822181613","14-JAN-23"
"0001047295","9300618864","12-OCT-22","2307.29",DKK,S,RV,"9822173860","15-DEC-22"
"0001047295","9300631716","07-DEC-22","4960.39",DKK,S,RV,"9822184265","14-FEB-23"
"0001047295","9300623839","02-NOV-22","3026.85",DKK,S,RV,"9822177649","14-JAN-23"
"0001047295","9300626762","16-NOV-22","1774.00",DKK,S,RV,"9822180325","14-JAN-23"
"0001047295","9300550764","05-JAN-22",-403.00,DKK,H,RV,"9822099257","31-JAN-22"
"0001047295","9300625395","09-NOV-22","1782.45",DKK,S,RV,"9822179075","14-JAN-23"
"0001047295","9300618865","12-OCT-22","2402.50",DKK,S,RV,"9822173861","15-DEC-22"
"0001047295","9300620438","19-OCT-22","6669.55",DKK,S,RV,"9822175181","15-DEC-22"
"0001047295","9300618932","12-OCT-22","3499.89",DKK,S,RV,"9822173928","15-DEC-22"
"0001047295","9300629952","30-NOV-22","1683.93",DKK,S,RV,"9822182894","14-JAN-23"
"0001047295","9300625461","09-NOV-22","1819.45",DKK,S,RV,"9822179141","14-JAN-23"
"0001047295","9300623970","02-NOV-22","1565.40",DKK,S,RV,"9822177782","14-JAN-23"
"0001047295","9300626742","16-NOV-22","4351.35",DKK,S,RV,"9822180306","14-JAN-23"
"0001047295","9300626688","16-NOV-22","1762.55",DKK,S,RV,"9822180252","14-JAN-23"
"0001047295","9300630012","30-NOV-22","17922.00",DKK,S,RV,"9822182928","14-JAN-23"
"0001047295","9300625371","09-NOV-22","1308.09",DKK,S,RV,"9822179051","14-JAN-23"
"0001047295","9300622827","28-OCT-22","292.31",DKK,S,RV,"9822176784","15-DEC-22"
"0001047295","9300618901","12-OCT-22","1262.89",DKK,S,RV,"9822173897","15-DEC-22"
"0001047295","9300620374","19-OCT-22","3452.30",DKK,S,RV,"9822175117","15-DEC-22"
"0001047295","9300618808","12-OCT-22","2299.65",DKK,S,RV,"9822173801","15-DEC-22"
"0001047295","9300626751","16-NOV-22","2782.15",DKK,S,RV,"9822180314","14-JAN-23"
"0001047295","9300628127","23-NOV-22","5569.13",DKK,S,RV,"9822181619","14-JAN-23"
"0001047295","9300630005","30-NOV-22","7405.69",DKK,S,RV,"9822182923","14-JAN-23"
"0001047295","9300627215","17-NOV-22","1437.50",DKK,S,RV,"9822180775","14-JAN-23"
"0001047295","9300629945","30-NOV-22","13582.10",DKK,S,RV,"9822182887","14-JAN-23"
"0001047295","9300620493","19-OCT-22","2521.78",DKK,S,RV,"9822175236","15-DEC-22"
"0001047295","9300618963","12-OCT-22","2171.25",DKK,S,RV,"9822173957","15-DEC-22"
"0001047295","9300617370","05-OCT-22","3418.54",DKK,S,RV,"9822172448","15-DEC-22"
"0001047295","9300617491","05-OCT-22","8958.66",DKK,S,RV,"9822172572","15-DEC-22"
"0001047295","9300623927","02-NOV-22","4505.84",DKK,S,RV,"9822177739","14-JAN-23"
"0001047295","9300621145","21-OCT-22","1929.11",DKK,S,RV,"9822175571","15-DEC-22"
"0001047295","9300625482","09-NOV-22","2098.30",DKK,S,RV,"9822179162","14-JAN-23"
"0001047295","9300620358","19-OCT-22","2071.13",DKK,S,RV,"9822175104","15-DEC-22"
"0001047295","9300630169","30-NOV-22","7660.33",DKK,S,RV,"9822182954","14-JAN-23"
"0001047295","9300628123","23-NOV-22","3754.49",DKK,S,RV,"9822181614","14-JAN-23"
"0001047295","9300619635","14-OCT-22","4652.50",DKK,S,RV,"9822174402","15-DEC-22"
"0001047295","9300622137","26-OCT-22","7042.73",DKK,S,RV,"9822176206","15-DEC-22"
"0001047295","9300631729","07-DEC-22","1588.23",DKK,S,RV,"9822184278","14-FEB-23"
"0001047295","9300622303","26-OCT-22","5735.11",DKK,S,RV,"9822176273","15-DEC-22"
"0007016602","9300549811","08-DEC-22",-696.58,NOK,H,RV,"9880019600","08-DEC-22"
"0001047295","9300628068","23-NOV-22","4046.75",DKK,S,RV,"9822181560","14-JAN-23"
"0001047295","9300627396","18-NOV-22","1501.78",DKK,S,RV,"9822180954","14-JAN-23"
"0001047295","9300617502","05-OCT-22","5635.96",DKK,S,RV,"9822172583","15-DEC-22"
"0001047295","9300625856","11-NOV-22","1333.48",DKK,S,RV,"9822179521","14-JAN-23"
"0001047295","9300625884","11-NOV-22","2121.60",DKK,S,RV,"9822179548","14-JAN-23"
"0001047295","9300627380","18-NOV-22","929.33",DKK,S,RV,"9822180938","14-JAN-23"
"0001047295","9300625368","09-NOV-22","2269.59",DKK,S,RV,"9822179048","14-JAN-23"
"0001047295","9300625353","09-NOV-22","2073.20",DKK,S,RV,"9822179033","14-JAN-23"
"0001047295","9300630858","02-DEC-22","121.16",DKK,S,RV,"9822183482","14-FEB-23"
"0001047295","9300630395","30-NOV-22","10462.63",DKK,S,RV,"9822183058","14-JAN-23"
"0001047295","9300631861","07-DEC-22","3937.99",DKK,S,RV,"9822184411","14-FEB-23"
"0001047295","9300617414","05-OCT-22","3207.51",DKK,S,RV,"9822172495","15-DEC-22"
"0001047295","9300623829","02-NOV-22","7048.44",DKK,S,RV,"9822177639","14-JAN-23"
"0001047295","9300625366","09-NOV-22","1427.01",DKK,S,RV,"9822179046","14-JAN-23"
"0001047295","9300630324","30-NOV-22","10236.00",DKK,S,RV,"9822182993","14-JAN-23"
"0001047295","9300622824","28-OCT-22","167.33",DKK,S,RV,"9822176783","15-DEC-22"
"0001047295","9300622874","28-OCT-22","149.31",DKK,S,RV,"9822176833","15-DEC-22"
"0001047295","9300627190","17-NOV-22","1437.50",DKK,S,RV,"9822180750","14-JAN-23"
"0001047295","9300621239","21-OCT-22","1523.18",DKK,S,RV,"9822175642","15-DEC-22"
"0001047295","9300618842","12-OCT-22","1931.38",DKK,S,RV,"9822173848","15-DEC-22"
"0001047295","9300631719","07-DEC-22","1961.54",DKK,S,RV,"9822184268","14-FEB-23"
"0001047295","9300617519","05-OCT-22","6693.58",DKK,S,RV,"9822172600","15-DEC-22"
"0001047295","9300631724","07-DEC-22","8516.99",DKK,S,RV,"9822184273","14-FEB-23"
"0001047295","9300627164","17-NOV-22","1725.00",DKK,S,RV,"9822180724","14-JAN-23"
"0001047295","9300625398","09-NOV-22","1802.38",DKK,S,RV,"9822179078","14-JAN-23"
"0001047295","9300623874","02-NOV-22","1003.04",DKK,S,RV,"9822177686","14-JAN-23"
"0001047295","9300631736","07-DEC-22","9288.43",DKK,S,RV,"9822184285","14-FEB-23"
"0001047295","9300620384","19-OCT-22","6687.93",DKK,S,RV,"9822175128","15-DEC-22"
"0001047295","9300632364","09-DEC-22","1287.88",DKK,S,RV,"9822184899","14-FEB-23"
"0001047295","9300625407","09-NOV-22","2413.68",DKK,S,RV,"9822179087","14-JAN-23"
"0001047295","9300625384","09-NOV-22","3226.61",DKK,S,RV,"9822179062","14-JAN-23"
"0001047295","9300618856","12-OCT-22","3082.60",DKK,S,RV,"9822173851","15-DEC-22"
"0001219749","9300389735","15-MAY-20",-275.27,EUR,H,RV,"9811543300","15-MAY-20"
"0001047295","9300626770","16-NOV-22","1450.61",DKK,S,RV,"9822180333","14-JAN-23"
"0001047295","9300626648","16-NOV-22","3220.68",DKK,S,RV,"9822180208","14-JAN-23"
"0001047295","9300622171","26-OCT-22","7257.86",DKK,S,RV,"9822176240","15-DEC-22"
"0001047295","9300631770","07-DEC-22","5834.63",DKK,S,RV,"9822184320","14-FEB-23"
"0001047295","9300626637","16-NOV-22","5917.51",DKK,S,RV,"9822180197","14-JAN-23"
"0001047295","9300632422","09-DEC-22","6065.31",DKK,S,RV,"9822184953","14-FEB-23"
"0001047295","9300617438","05-OCT-22","2382.28",DKK,S,RV,"9822172520","15-DEC-22"
"0001047295","9300622143","26-OCT-22","3544.39",DKK,S,RV,"9822176212","15-DEC-22"
"0001047295","9300622170","26-OCT-22","6339.38",DKK,S,RV,"9822176239","15-DEC-22"
"0001047295","9300626686","16-NOV-22","2880.85",DKK,S,RV,"9822180250","14-JAN-23"
"0001047295","9300628047","23-NOV-22","4417.51",DKK,S,RV,"9822181539","14-JAN-23"
"0001047295","1400012341","15-JUN-22","3125.00",DKK,S,DZ,"3332968","03-DEC-22"
"0001047295","9300627165","17-NOV-22","1725.00",DKK,S,RV,"9822180726","14-JAN-23"
"0001047295","9300626672","16-NOV-22","7731.24",DKK,S,RV,"9822180237","14-JAN-23"
"0001047295","9300619639","14-OCT-22","4214.96",DKK,S,RV,"9822174407","15-DEC-22"
"0001047295","9300618826","12-OCT-22","1630.49",DKK,S,RV,"9822173819","15-DEC-22"
"0001047295","9300617332","05-OCT-22","7348.80",DKK,S,RV,"9822172410","15-DEC-22"
"0001047295","9300631749","07-DEC-22","1968.85",DKK,S,RV,"9822184298","14-FEB-23"
"0001047295","9300627408","18-NOV-22","1600.04",DKK,S,RV,"9822180966","14-JAN-23"
"0001047295","9300632350","09-DEC-22","1172.95",DKK,S,RV,"9822184881","14-FEB-23"
"0001047295","9300617378","05-OCT-22","4012.89",DKK,S,RV,"9822172456","15-DEC-22"
"0001047295","9300622349","26-OCT-22","6032.99",DKK,S,RV,"9822176319","15-DEC-22"
"0001047295","9300617957","07-OCT-22","630.76",DKK,S,RV,"9822173027","15-DEC-22"
"0001047295","9300620430","19-OCT-22","4566.03",DKK,S,RV,"9822175173","15-DEC-22"
"0001047295","9300628057","23-NOV-22","7246.56",DKK,S,RV,"9822181550","14-JAN-23"
"0001047295","9300617487","05-OCT-22","8377.46",DKK,S,RV,"9822172568","15-DEC-22"
"0001047295","9300620500","19-OCT-22","4241.30",DKK,S,RV,"9822175242","15-DEC-22"
"0001047295","9300618871","12-OCT-22","908.09",DKK,S,RV,"9822173867","15-DEC-22"
"0001047295","9300617379","05-OCT-22","3339.95",DKK,S,RV,"9822172457","15-DEC-22"
"0001047295","9300622140","26-OCT-22","5683.26",DKK,S,RV,"9822176209","15-DEC-22"
"0001047295","9300617999","07-OCT-22","1258.20",DKK,S,RV,"9822173069","15-DEC-22"
"0001047295","9300622159","26-OCT-22","8108.40",DKK,S,RV,"9822176228","15-DEC-22"
"0001047295","9300625426","09-NOV-22","803.49",DKK,S,RV,"9822179113","14-JAN-23"
"0001047295","9300625437","09-NOV-22","3271.80",DKK,S,RV,"9822179117","14-JAN-23"
"0001047295","9300617488","05-OCT-22","3624.06",DKK,S,RV,"9822172569","15-DEC-22"
"0001047295","9300622903","28-OCT-22","1257.94",DKK,S,RV,"9822176848","15-DEC-22"
"0001047295","9300628028","23-NOV-22","3086.38",DKK,S,RV,"9822181520","14-JAN-23"
"0001047295","9300620398","19-OCT-22","6133.95",DKK,S,RV,"9822175141","15-DEC-22"
"0001047295","9300629939","30-NOV-22","4629.66",DKK,S,RV,"9822182881","14-JAN-23"
"0001047295","9300630349","30-NOV-22","7307.59",DKK,S,RV,"9822183018","14-JAN-23"
"0001047295","9300628699","25-NOV-22","1147.50",DKK,S,RV,"9822182073","14-JAN-23"
"0001047295","9300626711","16-NOV-22","4076.74",DKK,S,RV,"9822180275","14-JAN-23"
"0001047295","9300626616","16-NOV-22","7020.26",DKK,S,RV,"9822180176","14-JAN-23"
"0001047295","9300618927","12-OCT-22","2966.38",DKK,S,RV,"9822173922","15-DEC-22"
"0001047295","9300626615","16-NOV-22","3359.86",DKK,S,RV,"9822180175","14-JAN-23"
"0001047295","9300627191","17-NOV-22","1437.50",DKK,S,RV,"9822180751","14-JAN-23"
"0001047295","9300623873","02-NOV-22","2845.01",DKK,S,RV,"9822177685","14-JAN-23"
"0001047295","9300618953","12-OCT-22","3056.65",DKK,S,RV,"9822173947","15-DEC-22"
"0001047295","9300617493","05-OCT-22","5534.36",DKK,S,RV,"9822172574","15-DEC-22"
"0001047295","9300626769","16-NOV-22","1134.84",DKK,S,RV,"9822180332","14-JAN-23"
"0001047295","9300631759","07-DEC-22","5135.23",DKK,S,RV,"9822184309","14-FEB-23"
"0001047295","9300623922","02-NOV-22","3035.38",DKK,S,RV,"9822177734","14-JAN-23"
"0001047295","9300617395","05-OCT-22","3124.59",DKK,S,RV,"9822172476","15-DEC-22"
"0001047295","9300622116","26-OCT-22","6168.86",DKK,S,RV,"9822176185","15-DEC-22"
"0001047295","9300631715","07-DEC-22","3026.31",DKK,S,RV,"9822184264","14-FEB-23"
"0001047295","9300617509","05-OCT-22","6056.78",DKK,S,RV,"9822172590","15-DEC-22"
"0001047295","9300626633","16-NOV-22","2587.50",DKK,S,RV,"9822180193","14-JAN-23"
"0001047295","9300618990","12-OCT-22","834.40",DKK,S,RV,"9822173985","15-DEC-22"
"0001047295","9300617400","05-OCT-22","2699.15",DKK,S,RV,"9822172481","15-DEC-22"
"0001047295","9300625483","09-NOV-22","3627.09",DKK,S,RV,"9822179163","14-JAN-23"
"0001047295","9300625396","09-NOV-22","2556.80",DKK,S,RV,"9822179076","14-JAN-23"
"0001047295","9300617424","05-OCT-22","4360.99",DKK,S,RV,"9822172504","15-DEC-22"
"0001047295","9300631789","07-DEC-22","862.63",DKK,S,RV,"9822184339","14-FEB-23"
"0001047295","1400013418","18-OCT-22","198.00",DKK,S,DZ,"1239350","03-DEC-22"
"0001047295","9300628097","23-NOV-22","1151.31",DKK,S,RV,"9822181588","14-JAN-23"
"0001047295","9300629888","30-NOV-22","7986.70",DKK,S,RV,"9822182835","14-JAN-23"
"0001047295","9300625479","09-NOV-22","3730.08",DKK,S,RV,"9822179158","14-JAN-23"
"0001047295","1400013418","18-OCT-22","360.44",DKK,S,DZ,"3404556","03-DEC-22"
